Unnamed: 0,instruction,input,output,id,generated_text,model_response,cleaned_response,relevance_score,cc_score,syntax_score,complete_score,hallucination_type,is_repeat,expected_out_word_count,actual_out_word_count,rouge1,rouge2,rougeL,bleu
161,केही मानिसहरू किन डरलाग्दो चलचित्रहरू हेर्न मन पराउँछन् भनेर व्याख्या गर्नुहोस्।,,"कोही-कोही मानिसहरूलाई डरलाग्दो चलचित्रहरूको रोमाञ्चक र सस्पेन्सी वातावरणको अनुभव गर्न रमाइलो लाग्छ। तिनीहरूले कुनै पनि वास्तविक जीवन खतराहरूको सामना नगरी आफू भित्रको डर र तनावलाई मुक्त गर्न सक्छन्। तीव्र दृश्यहरूको कारणले गर्दा एड्रेनालाईन भीडले पनि केही मानिसहरूलाई जीवित भएको अनुभूति दिन्छ। थप रूपमा, केही मानिसहरूले यो डरलाग्दो चलचित्रमा रहस्य सुल्झाउने प्रयास गर्न उत्तेजक पाउँछन्। अन्तमा, केही मानिसहरूले अस्थायी रूपमा डराएको भावनाको आनन्द लिन्छन्, किनकि यसले प्रायः राहत, सन्तुष्टि र सशक्तिकरणमा पुर्‍याउँछ। वास्तविक जीवनमा अज्ञातसँग सामना गर्ने आफ्नै क्षमताको बारेमा हुन सक्ने कुनै पनि नकारात्मक भावनाहरूलाई जित्ने केही व्यक्तिहरूको लागि यो एक तरिका हुन सक्छ।",39239,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
केही मानिसहरू किन डरलाग्दो चलचित्रहरू हेर्न मन पराउँछन् भनेर व्याख्या गर्नुहोस्।

### Input:


### Response:
मानिसहरूले डरलाग्दो चलचित्रहरू हेर्न मन पराउँछन् किनभने तिनीहरूले तिनीहरूको रगतमा चिसो दौडिन्छन्। यी चलचित्रहरूले दर्शकहरूलाई सस्पेन्स र तनावको अनुभव गराउँछन्, र तिनीहरूलाई सामना गर्ने पात्रहरूसँग समानुभूति र चासो महसुस गराउँछन्। थप रूपमा, डरलाग्दो चलचित्रहरूले दर्शकहरूलाई उनीहरूको सुरक्षा र सुरक्षाको भावनालाई चुनौती दिन सक्छ, जसले प्राकृतिक डर र तनावको भावनालाई जोड दिन सक्छ।<|end_of_text|>","मानिसहरूले डरलाग्दो चलचित्रहरू हेर्न मन पराउँछन् किनभने तिनीहरूले तिनीहरूको रगतमा चिसो दौडिन्छन्। यी चलचित्रहरूले दर्शकहरूलाई सस्पेन्स र तनावको अनुभव गराउँछन्, र तिनीहरूलाई सामना गर्ने पात्रहरूसँग समानुभूति र चासो महसुस गराउँछन्। थप रूपमा, डरलाग्दो चलचित्रहरूले दर्शकहरूलाई उनीहरूको सुरक्षा र सुरक्षाको भावनालाई चुनौती दिन सक्छ, जसले प्राकृतिक डर र तनावको भावनालाई जोड दिन सक्छ।","मानिसहरूले डरलाग्दो चलचित्रहरू हेर्न मन पराउँछन् किनभने तिनीहरूले तिनीहरूको रगतमा चिसो दौडिन्छन्। यी चलचित्रहरूले दर्शकहरूलाई सस्पेन्स र तनावको अनुभव गराउँछन्, र तिनीहरूलाई सामना गर्ने पात्रहरूसँग समानुभूति र चासो महसुस गराउँछन्। थप रूपमा, डरलाग्दो चलचित्रहरूले दर्शकहरूलाई उनीहरूको सुरक्षा र सुरक्षाको भावनालाई चुनौती दिन सक्छ, जसले प्राकृतिक डर र तनावको भावनालाई जोड दिन सक्छ।<|end_of_text|>",8,8,7,8,,No,94,52,0.0,0.0,0.0,0.011665795223262785
162,हेल्थकेयरमा एआई बारे दिइएको लेखलाई संक्षेप गर्नुहोस्।,"एआईले स्वास्थ्य सेवा क्षेत्रलाई बिरामी हेरचाहमा धेरै तरिकामा क्रान्तिकारी परिवर्तन गर्न सक्षम बनाएको छ। एआई टेक्नोलोजीहरू रोगहरूको निदान गर्ने प्रक्रियालाई तीव्र पार्न सक्षम छन् र सबै प्रकारका असामान्यताहरू पत्ता लगाउन सक्ने क्षमता छ जुन अन्यथा पत्ता नलागेको हुन सक्छ। एआई र मेसिन लर्निङको प्रयोगद्वारा, स्वास्थ्य सेवा प्रदायकहरूले लागत घटाउन र अपोइन्टमेन्ट शेड्युलिङ वा अस्पताल उपकरण ट्र्याकिङ जस्ता प्रक्रियाहरूलाई सुव्यवस्थित बनाएर दक्षता बढाउन सक्षम छन्। एआई पनि जटिल शल्यक्रियाहरू प्रदर्शन गर्न स्वास्थ्य सेवा पेशेवरहरूलाई सहयोग गर्न प्रयोग भइरहेको छ।","AI ले रोगहरूको छिटो निदान, असामान्यताहरू पत्ता लगाउन, प्रक्रियाहरू सुव्यवस्थित गर्न, र जटिल शल्यक्रियाहरूमा स्वास्थ्य सेवा पेशेवरहरूलाई सहयोग गरेर स्वास्थ्य सेवामा क्रान्तिकारी परिवर्तन गर्दैछ। एआई टेक्नोलोजीहरूले दक्षता बढाउँदै छन्, लागत घटाउँदै, र राम्रो बिरामी हेरचाह प्रदान गर्दै।",6564,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
हेल्थकेयरमा एआई बारे दिइएको लेखलाई संक्षेप गर्नुहोस्।

### Input:
एआईले स्वास्थ्य सेवा क्षेत्रलाई बिरामी हेरचाहमा धेरै तरिकामा क्रान्तिकारी परिवर्तन गर्न सक्षम बनाएको छ। एआई टेक्नोलोजीहरू रोगहरूको निदान गर्ने प्रक्रियालाई तीव्र पार्न सक्षम छन् र सबै प्रकारका असामान्यताहरू पत्ता लगाउन सक्ने क्षमता छ जुन अन्यथा पत्ता नलागेको हुन सक्छ। एआई र मेसिन लर्निङको प्रयोगद्वारा, स्वास्थ्य सेवा प्रदायकहरूले लागत घटाउन र अपोइन्टमेन्ट शेड्युलिङ वा अस्पताल उपकरण ट्र्याकिङ जस्ता प्रक्रियाहरूलाई सुव्यवस्थित बनाएर दक्षता बढाउन सक्षम छन्। एआई पनि जटिल शल्यक्रियाहरू प्रदर्शन गर्न स्वास्थ्य सेवा पेशेवरहरूलाई सहयोग गर्न प्रयोग भइरहेको छ।

### Response:
एआई टेक्नोलोजीहरूले स्वास्थ्य सेवा क्षेत्रमा क्रान्तिकारी परिवर्तन गरेको छ, जसले बिरामी हेरचाहमा धेरै सुधार गरेको छ। AI ले रोगहरूको निदान गर्ने प्रक्रियालाई छिटो र सही बनाएको छ, र सबै प्रकारका असामान्यताहरू पत्ता लगाउन सक्छ जुन अन्यथा पत्ता नलागेको हुन सक्छ। थप रूपमा, एआई र मेसिन लर्निङले लागत घटाउन र अपोइन्टमेन्ट शेड्युलिङ र अस्पताल उपकरण ट्र्याकिङ जस्ता प्रक्रियाहरूलाई सुव्यवस्थित गर्न सक्षम बनाएको छ। अन्तमा, एआई स्वास्थ्य सेवा पेशेवरहरूलाई जटिल शल्यक्रियाहरू प्रदर्शन गर्न मद्दत गर्न प्रयोग भइरहेको छ।<|end_of_text|>","एआई टेक्नोलोजीहरूले स्वास्थ्य सेवा क्षेत्रमा क्रान्तिकारी परिवर्तन गरेको छ, जसले बिरामी हेरचाहमा धेरै सुधार गरेको छ। AI ले रोगहरूको निदान गर्ने प्रक्रियालाई छिटो र सही बनाएको छ, र सबै प्रकारका असामान्यताहरू पत्ता लगाउन सक्छ जुन अन्यथा पत्ता नलागेको हुन सक्छ। थप रूपमा, एआई र मेसिन लर्निङले लागत घटाउन र अपोइन्टमेन्ट शेड्युलिङ र अस्पताल उपकरण ट्र्याकिङ जस्ता प्रक्रियाहरूलाई सुव्यवस्थित गर्न सक्षम बनाएको छ। अन्तमा, एआई स्वास्थ्य सेवा पेशेवरहरूलाई जटिल शल्यक्रियाहरू प्रदर्शन गर्न मद्दत गर्न प्रयोग भइरहेको छ।","एआई टेक्नोलोजीहरूले स्वास्थ्य सेवा क्षेत्रमा क्रान्तिकारी परिवर्तन गरेको छ, जसले बिरामी हेरचाहमा धेरै सुधार गरेको छ। AI ले रोगहरूको निदान गर्ने प्रक्रियालाई छिटो र सही बनाएको छ, र सबै प्रकारका असामान्यताहरू पत्ता लगाउन सक्छ जुन अन्यथा पत्ता नलागेको हुन सक्छ। थप रूपमा, एआई र मेसिन लर्निङले लागत घटाउन र अपोइन्टमेन्ट शेड्युलिङ र अस्पताल उपकरण ट्र्याकिङ जस्ता प्रक्रियाहरूलाई सुव्यवस्थित गर्न सक्षम बनाएको छ। अन्तमा, एआई स्वास्थ्य सेवा पेशेवरहरूलाई जटिल शल्यक्रियाहरू प्रदर्शन गर्न मद्दत गर्न प्रयोग भइरहेको छ।<|end_of_text|>",9,9,9,9,,No,37,76,0.4,0.0,0.4,0.04454741520143889
163,निम्न दुई समीकरणहरूको दृश्य प्रतिनिधित्व बनाउनुहोस्।,"x + 2y = 6
3x - 4y = 4","समीकरणहरूको दृश्य प्रतिनिधित्व x-axis र y-axis भएको ग्राफ हुनेछ, जसले क्रमशः x र y चरहरूलाई प्रतिनिधित्व गर्दछ। त्यहाँ दुई रेखाहरू हुनेछन्: एउटाले समीकरण x + 2y = 6 को प्रतिनिधित्व गर्दछ र अर्कोले समीकरण 3x - 4y = 4 को प्रतिनिधित्व गर्दछ। दुई रेखाहरू बिन्दु (2,1) मा काट्छन् जुन प्रणालीको समाधान हो।",19752,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
निम्न दुई समीकरणहरूको दृश्य प्रतिनिधित्व बनाउनुहोस्।

### Input:
x + 2y = 6
3x - 4y = 4

### Response:
दुई समीकरणहरूको दृश्य प्रतिनिधित्वले x र y अक्षहरू भएको समन्वय समतलको दुई रेखाहरू देखाउनेछ, जहाँ रेखाहरू एकअर्काको कतै पनि जोड्दैनन्। रेखाहरूको कताईले समीकरणहरूको मानहरू प्रतिनिधित्व गर्दछ।<|end_of_text|>","दुई समीकरणहरूको दृश्य प्रतिनिधित्वले x र y अक्षहरू भएको समन्वय समतलको दुई रेखाहरू देखाउनेछ, जहाँ रेखाहरू एकअर्काको कतै पनि जोड्दैनन्। रेखाहरूको कताईले समीकरणहरूको मानहरू प्रतिनिधित्व गर्दछ।","दुई समीकरणहरूको दृश्य प्रतिनिधित्वले x र y अक्षहरू भएको समन्वय समतलको दुई रेखाहरू देखाउनेछ, जहाँ रेखाहरू एकअर्काको कतै पनि जोड्दैनन्। रेखाहरूको कताईले समीकरणहरूको मानहरू प्रतिनिधित्व गर्दछ।<|end_of_text|>",2,3,4,2,factual,No,52,26,0.21052631578947364,0.11764705882352941,0.21052631578947364,0.029248026377382733
164,वाक्यमा अर्थोग्राफिक त्रुटिहरू फेला पार्नुहोस्।,मलाई गत गर्मीमा समुद्र तटमा जान मन लाग्यो,मलाई गत गर्मीमा समुद्र तटमा जान मन लाग्यो।,1185,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
वाक्यमा अर्थोग्राफिक त्रुटिहरू फेला पार्नुहोस्।

### Input:
मलाई गत गर्मीमा समुद्र तटमा जान मन लाग्यो

### Response:
मलाई गत गर्मीमा समुद्र तटमा जान मन लाग्यो<|end_of_text|>",मलाई गत गर्मीमा समुद्र तटमा जान मन लाग्यो,मलाई गत गर्मीमा समुद्र तटमा जान मन लाग्यो<|end_of_text|>,1,1,9,1,,Yes,8,8,0.0,0.0,0.0,0.8408964152537145
165,लामो दिन पछि तनाव कम गर्न रचनात्मक तरिका सुझाव दिनुहोस्,,"लामो दिन पछि, आनन्द र विश्राम ल्याउने गतिविधिहरूमा भाग लिन मद्दत गर्न सक्छ। तनाव कम गर्ने एउटा रचनात्मक तरिका भनेको केही शान्त सास फेर्नु र आत्म-निर्देशित शरीर स्क्यान गर्नु हो। आफ्नो खुट्टामा आफ्नो ध्यान केन्द्रित गरेर सुरु गर्नुहोस् र केहि गहिरो सास लिनुहोस्, जस्तै कि तपाइँ प्रत्येक सास संग आफ्नो खुट्टा मा आराम खन्याईरहेको छ। त्यसपछि बिस्तारै आफ्नो हात, घाँटी र अनुहारमा जानुहोस्, आफ्नो सबै ध्यान त्यस क्षेत्रमा केन्द्रित गर्दै र आराम गर्न केही क्षणहरू लिनुहोस्। यसले तपाईंलाई आफ्नो विचारहरूबाट अलग गर्न र तनावलाई बिस्तारै पग्लन मद्दत गर्नेछ।

तपाईं केहि रचनात्मक गतिविधिहरू पनि प्रयास गर्न सक्नुहुन्छ, जस्तै चित्रकारी, रेखाचित्र, जर्नलिङ, वा फोटोग्राफी। रचनात्मक हुन केही समय लिनुहोस् र आफ्नो कल्पना अन्वेषण गर्नुहोस्, किनकि यसले तपाईंलाई आराम गर्न र छोड्न मद्दत गर्न सक्छ। वा प्रकृतिसँग जोडिन केही क्षणहरू लिनुहोस्, किनकि बाहिरको सौन्दर्यमा आफूलाई डुबाउनुले पनि तपाईंको दिमाग र शरीरलाई ताजा र पुनरुत्थान गर्न मद्दत गर्न सक्छ।",15904,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
लामो दिन पछि तनाव कम गर्न रचनात्मक तरिका सुझाव दिनुहोस्

### Input:


### Response:
लामो दिन पछि तनाव कम गर्ने एउटा रचनात्मक तरिका भनेको आराम गर्न र तपाईंको दिमाग र शरीरलाई आराम गर्न मद्दत गर्न प्रविधि प्रयोग गर्नु हो। संगीत सुन्ने, तपाईंको मनपर्ने शो हेर्ने, वा तपाईंको मनपर्ने पुस्तक पढ्ने जस्ता गतिविधिहरू प्रयोग गर्नुहोस्।<|end_of_text|>","लामो दिन पछि तनाव कम गर्ने एउटा रचनात्मक तरिका भनेको आराम गर्न र तपाईंको दिमाग र शरीरलाई आराम गर्न मद्दत गर्न प्रविधि प्रयोग गर्नु हो। संगीत सुन्ने, तपाईंको मनपर्ने शो हेर्ने, वा तपाईंको मनपर्ने पुस्तक पढ्ने जस्ता गतिविधिहरू प्रयोग गर्नुहोस्।","लामो दिन पछि तनाव कम गर्ने एउटा रचनात्मक तरिका भनेको आराम गर्न र तपाईंको दिमाग र शरीरलाई आराम गर्न मद्दत गर्न प्रविधि प्रयोग गर्नु हो। संगीत सुन्ने, तपाईंको मनपर्ने शो हेर्ने, वा तपाईंको मनपर्ने पुस्तक पढ्ने जस्ता गतिविधिहरू प्रयोग गर्नुहोस्।<|end_of_text|>",7,8,8,7,,No,145,40,0.0,0.0,0.0,0.02158168949070282
166,एउटा उपकरण वा प्रविधिको वर्णन गर्नुहोस् जुन तपाईंले प्रस्ट रूपमा जटिल समस्या समाधान गर्न प्रयोग गर्नुभयो।,,"सबै यन्त्रहरूमा मिल्दो हुन आवश्यक पर्ने सफ्टवेयर प्रोग्राम सिर्जना गर्दा मैले एउटा जटिल समस्याको सामना गरे। समस्या समाधान गर्न, मैले एउटा अमूर्त उपकरण प्रयोग गरें जसले मलाई कोडको पुस्तकालय सजिलैसँग सेटअप गर्न र परीक्षण गर्न अनुमति दियो ताकि कार्यक्रमलाई कुनै पनि यन्त्र वा प्लेटफर्ममा द्रुत रूपमा अनुकूलित गर्न सकियोस्। यो उपकरणले लचिलोपन र स्केलेबिलिटी प्रदान गर्‍यो जुन कार्यक्रमलाई सबै प्लेटफर्महरूमा उपयुक्त बनाउनको लागि मात्र होइन तर आवश्यक अनुसार नयाँ सुविधाहरू र अद्यावधिकहरू थप्नको लागि पनि आवश्यक छ।",46787,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
एउटा उपकरण वा प्रविधिको वर्णन गर्नुहोस् जुन तपाईंले प्रस्ट रूपमा जटिल समस्या समाधान गर्न प्रयोग गर्नुभयो।

### Input:


### Response:
मैले भर्खरै एक जटिल समस्या समाधान गर्न कृत्रिम बुद्धिमत्ता (AI) प्रयोग गरें। मैले कार्य गर्न सक्ने मोडेलहरू सिर्जना गरेर र मोडेललाई डेटाको ठूलो सेटमा प्रशिक्षित गरेर मैले समस्याको मूल कारण पत्ता लगाएँ। मोडेलले डेटामा ढाँचाहरू पहिचान गर्न सक्षम थियो जुन मैले म्यानुअल रूपमा पत्ता लगाउन सक्दिन। यसले मेरो समस्याको समाधानको बारेमा स्पष्ट दृष्टिकोण प्रदान गर्‍यो।<|end_of_text|>",मैले भर्खरै एक जटिल समस्या समाधान गर्न कृत्रिम बुद्धिमत्ता (AI) प्रयोग गरें। मैले कार्य गर्न सक्ने मोडेलहरू सिर्जना गरेर र मोडेललाई डेटाको ठूलो सेटमा प्रशिक्षित गरेर मैले समस्याको मूल कारण पत्ता लगाएँ। मोडेलले डेटामा ढाँचाहरू पहिचान गर्न सक्षम थियो जुन मैले म्यानुअल रूपमा पत्ता लगाउन सक्दिन। यसले मेरो समस्याको समाधानको बारेमा स्पष्ट दृष्टिकोण प्रदान गर्‍यो।,मैले भर्खरै एक जटिल समस्या समाधान गर्न कृत्रिम बुद्धिमत्ता (AI) प्रयोग गरें। मैले कार्य गर्न सक्ने मोडेलहरू सिर्जना गरेर र मोडेललाई डेटाको ठूलो सेटमा प्रशिक्षित गरेर मैले समस्याको मूल कारण पत्ता लगाएँ। मोडेलले डेटामा ढाँचाहरू पहिचान गर्न सक्षम थियो जुन मैले म्यानुअल रूपमा पत्ता लगाउन सक्दिन। यसले मेरो समस्याको समाधानको बारेमा स्पष्ट दृष्टिकोण प्रदान गर्‍यो।<|end_of_text|>,7,8,9,7,,No,77,55,0.0,0.0,0.0,0.013128537042622929
167,अपराध कम गर्न नयाँ तरिका प्रस्ताव गर्नुहोस्,,"निवारक शिक्षा र रोजगारी तालिम कार्यक्रमहरूमा लगानी गर्नु अपराध कम गर्ने सशक्त माध्यम हुन सक्छ। कम्प्यूटर प्रोग्रामिङ जस्ता रोजगारीका सीपहरू सिकाउँदा मानिसहरूलाई रोजगारी प्राप्त गर्न र आपराधिक गतिविधिबाट टाढा लैजान मद्दत गर्न सक्छ। थप रूपमा, आलोचनात्मक सोचलाई प्रोत्साहन गर्ने र आपराधिक गतिविधिहरूको विकल्पलाई प्रवर्द्धन गर्ने शैक्षिक कार्यक्रमहरूले पनि अपराध कम गर्न मद्दत गर्न सक्छ।",37976,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
अपराध कम गर्न नयाँ तरिका प्रस्ताव गर्नुहोस्

### Input:


### Response:
अपराध घटाउने एउटा तरिका भनेको अपराधीहरूलाई उनीहरूको कार्यबाट माफी माग्न र अपराधीहरूलाई उनीहरूको कार्यबाट सिक्न मद्दत गर्न रणनीतिक रूपमा प्रयोग गर्नु हो। अपराधीहरूलाई उनीहरूको कार्यबाट माफी माग्न र उनीहरूको अपराधबाट सिक्न प्रोत्साहित गर्नाले अपराध घटाउन र अपराधीहरूलाई सुधार गर्न मद्दत गर्न सक्छ।<|end_of_text|>",अपराध घटाउने एउटा तरिका भनेको अपराधीहरूलाई उनीहरूको कार्यबाट माफी माग्न र अपराधीहरूलाई उनीहरूको कार्यबाट सिक्न मद्दत गर्न रणनीतिक रूपमा प्रयोग गर्नु हो। अपराधीहरूलाई उनीहरूको कार्यबाट माफी माग्न र उनीहरूको अपराधबाट सिक्न प्रोत्साहित गर्नाले अपराध घटाउन र अपराधीहरूलाई सुधार गर्न मद्दत गर्न सक्छ।,अपराध घटाउने एउटा तरिका भनेको अपराधीहरूलाई उनीहरूको कार्यबाट माफी माग्न र अपराधीहरूलाई उनीहरूको कार्यबाट सिक्न मद्दत गर्न रणनीतिक रूपमा प्रयोग गर्नु हो। अपराधीहरूलाई उनीहरूको कार्यबाट माफी माग्न र उनीहरूको अपराधबाट सिक्न प्रोत्साहित गर्नाले अपराध घटाउन र अपराधीहरूलाई सुधार गर्न मद्दत गर्न सक्छ।<|end_of_text|>,5,6,7,4,,No,54,42,0.0,0.0,0.0,0.03478605173442176
168,"निम्न कथन दिएर, यसलाई ब्याकअप गर्न तथ्याङ्क वा संख्यात्मक आंकडा सिर्जना गर्नुहोस्: हालको महामारीका कारण धेरै साना व्यवसायहरूलाई कठिनाइ भइरहेको छ।",,"US Small Business Administration को अनुसार, 70% भन्दा बढी साना व्यवसायहरूले COVID-19 pandemic बाट नकारात्मक वित्तीय प्रभावहरू रिपोर्ट गरेका छन्।",30730,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
निम्न कथन दिएर, यसलाई ब्याकअप गर्न तथ्याङ्क वा संख्यात्मक आंकडा सिर्जना गर्नुहोस्: हालको महामारीका कारण धेरै साना व्यवसायहरूलाई कठिनाइ भइरहेको छ।

### Input:


### Response:
संयुक्त राज्य अमेरिकाको सानो व्यवसाय विकास समन्वय (SBA) को हालैको सर्वेक्षण अनुसार, कोभिड-१९ महामारीले साना व्यवसायहरूमा ठूलो प्रभाव पारेको छ, किनकि २७% सञ्चालन भइरहेका व्यवसायहरूले सञ्चालनमा आएको कठिनाइको मुख्य कारण महामारीको आर्थिक प्रभाव भनिन्। ४२% ले प्रतिस्पर्धामा कमी र २३% ले कर्मचारी भाडामा लिन कठिनाईको रूपमा महामारीलाई सङ्केत गरे।<|end_of_text|>","संयुक्त राज्य अमेरिकाको सानो व्यवसाय विकास समन्वय (SBA) को हालैको सर्वेक्षण अनुसार, कोभिड-१९ महामारीले साना व्यवसायहरूमा ठूलो प्रभाव पारेको छ, किनकि २७% सञ्चालन भइरहेका व्यवसायहरूले सञ्चालनमा आएको कठिनाइको मुख्य कारण महामारीको आर्थिक प्रभाव भनिन्। ४२% ले प्रतिस्पर्धामा कमी र २३% ले कर्मचारी भाडामा लिन कठिनाईको रूपमा महामारीलाई सङ्केत गरे।","संयुक्त राज्य अमेरिकाको सानो व्यवसाय विकास समन्वय (SBA) को हालैको सर्वेक्षण अनुसार, कोभिड-१९ महामारीले साना व्यवसायहरूमा ठूलो प्रभाव पारेको छ, किनकि २७% सञ्चालन भइरहेका व्यवसायहरूले सञ्चालनमा आएको कठिनाइको मुख्य कारण महामारीको आर्थिक प्रभाव भनिन्। ४२% ले प्रतिस्पर्धामा कमी र २३% ले कर्मचारी भाडामा लिन कठिनाईको रूपमा महामारीलाई सङ्केत गरे।<|end_of_text|>",9,8,7,8,,No,20,49,0.0,0.0,0.0,0.008725369621142079
169,साइबर अपराधबाट कसरी बच्ने ?,,"साइबर अपराधबाट आफूलाई जोगाउन तपाईंले केही कदम चाल्न सक्नुहुन्छ। पहिले, तपाइँले तपाइँको कम्प्युटर र उपकरणहरूमा नवीनतम सुरक्षा अद्यावधिकहरू स्थापना गरेको सुनिश्चित गर्नुहोस्। दोस्रो, आफ्नो सबै खाताहरूको लागि बलियो, अद्वितीय पासवर्डहरू सिर्जना गर्नुहोस् र तिनीहरूलाई नियमित रूपमा परिवर्तन गर्नुहोस्। तेस्रो, संदिग्ध इमेलहरूबाट सावधान रहनुहोस् र कुनै पनि लिङ्क क्लिक नगर्नुहोस् वा संलग्नहरू डाउनलोड गर्नुहोस्। चौथो, यदि तपाइँ सार्वजनिक Wi-Fi जडान जस्ता असुरक्षित नेटवर्कमा इन्टरनेट पहुँच गर्ने योजना बनाउनुहुन्छ भने विश्वसनीय VPN प्रयोग गर्नुहोस्। अन्तमा, सम्भावित फिसिङ घोटालाहरू बारे सचेत रहनुहोस् र इन्टरनेटमा संवेदनशील जानकारी साझा नगर्नुहोस्।",17465,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
साइबर अपराधबाट कसरी बच्ने?

### Input:


### Response:
साइबर अपराधबाट बच्ने सबैभन्दा राम्रो तरिका भनेको बलियो र अद्वितीय पासवर्डहरू प्रयोग गर्नु, दुई-कारक प्रमाणीकरण सक्षम गर्नु, सुरक्षित सञ्चार प्रोटोकलहरू प्रयोग गर्नु, नियमित रूपमा आफ्नो सफ्टवेयर र एन्टिभाइरस सफ्टवेयर अपडेट गर्नु, र साइबर अपराधबारे सचेत रहनु हो।<|end_of_text|>","साइबर अपराधबाट बच्ने सबैभन्दा राम्रो तरिका भनेको बलियो र अद्वितीय पासवर्डहरू प्रयोग गर्नु, दुई-कारक प्रमाणीकरण सक्षम गर्नु, सुरक्षित सञ्चार प्रोटोकलहरू प्रयोग गर्नु, नियमित रूपमा आफ्नो सफ्टवेयर र एन्टिभाइरस सफ्टवेयर अपडेट गर्नु, र साइबर अपराधबारे सचेत रहनु हो।","साइबर अपराधबाट बच्ने सबैभन्दा राम्रो तरिका भनेको बलियो र अद्वितीय पासवर्डहरू प्रयोग गर्नु, दुई-कारक प्रमाणीकरण सक्षम गर्नु, सुरक्षित सञ्चार प्रोटोकलहरू प्रयोग गर्नु, नियमित रूपमा आफ्नो सफ्टवेयर र एन्टिभाइरस सफ्टवेयर अपडेट गर्नु, र साइबर अपराधबारे सचेत रहनु हो।<|end_of_text|>",9,9,10,8,,No,85,37,0.0,0.0,0.0,0.009532461940025123
170,"मार्केटिङ टुक्रा दिएर, यसलाई थप संवादात्मक शैलीमा पुन: लेख्नुहोस्।",Acme Corp ले तपाईका सबै आवश्यकताहरू पूरा गर्न डिजाइन गरिएको उच्च गुणस्तरका उत्पादनहरूको दायरा प्रदान गर्दछ।,"Acme Corp मा, हामी बुझ्छौं कि तपाईंका आवश्यकताहरू अद्वितीय छन्, त्यसैले हामीले हाम्रा उत्पादनहरूलाई उच्च गुणस्तरको र तपाईंका सबै आवश्यकताहरू पूरा गर्न डिजाइन गरेका छौं।",45218,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
मार्केटिङ टुक्रा दिएर, यसलाई थप संवादात्मक शैलीमा पुन: लेख्नुहोस्।

### Input:
Acme Corp ले तपाईका सबै आवश्यकताहरू पूरा गर्न डिजाइन गरिएको उच्च गुणस्तरका उत्पादनहरूको दायरा प्रदान गर्दछ।

### Response:
Acme Corp ले तपाईलाई सबै आवश्यकताहरू पूरा गर्ने उच्च गुणस्तरका उत्पादनहरू प्रदान गर्दछ। हाम्रो विस्तृत उत्पादन लाइनमा उत्कृष्ट समाधान खोज्नुहोस्!<|end_of_text|>",Acme Corp ले तपाईलाई सबै आवश्यकताहरू पूरा गर्ने उच्च गुणस्तरका उत्पादनहरू प्रदान गर्दछ। हाम्रो विस्तृत उत्पादन लाइनमा उत्कृष्ट समाधान खोज्नुहोस्!,Acme Corp ले तपाईलाई सबै आवश्यकताहरू पूरा गर्ने उच्च गुणस्तरका उत्पादनहरू प्रदान गर्दछ। हाम्रो विस्तृत उत्पादन लाइनमा उत्कृष्ट समाधान खोज्नुहोस्!<|end_of_text|>,8,7,7,6,,No,25,20,0.5714285714285715,0.4,0.5714285714285715,0.06426788376818877
